,comment_count,dislike_count,duration,like_count,live,title,view_count,publish_hour,publish_day,publish_month,publish_date,days_after_last_video,title_length,description_length,tag_count
996,35,7,97,207,0,Tech Channel of The Week #1 - TheIpodTouchMan2K9,17510,3,6,3,2009-03-29,0,48,409,23
995,7,3,271,57,0,Reviewed: ExtremePDA Case for LG Voyager [HD],5400,14,6,3,2009-03-29,0,45,814,19
994,11,2,280,43,0,Unboxed: Adjustable Laptop Stand from HandStands,1559,16,6,3,2009-03-29,0,48,547,33
992,30,3,221,121,0,HD Tutorial: Create Your Own Cursor,8372,11,0,3,2009-03-30,1,35,566,29
991,13,3,298,72,0,Reviewed: Adjustable Laptop Stand from HandStands,8691,5,1,3,2009-03-31,1,49,919,14
990,20,1,268,55,0,Unboxed: iFrogz Earpollution D33s [HD],4644,22,1,3,2009-03-31,0,38,933,27
989,13,2,227,66,0,HD Tutorial: Produce any Video in 16:9 HD,4479,21,2,4,2009-04-01,1,41,400,12
988,12,2,201,50,0,HD Tutorial: Tweak VI,4907,21,3,4,2009-04-02,1,21,456,30
987,13,6,337,64,0,"Unboxed: Solo 17"" Laptop Messenger Bag [HD]",8849,23,4,4,2009-04-03,1,43,610,19
986,9,2,212,67,0,"Unboxed: Gelaskins 17"" Laptop Skin",3419,1,5,4,2009-04-04,1,34,480,23
985,14,7,152,75,0,HD Tutorial: Safari 3 Aero (Request),4406,22,5,4,2009-04-04,0,36,353,21
984,25,4,348,87,0,Reviewed: Alto-Edge GN3 Desktop Microphone [HD],8486,1,1,4,2009-04-07,3,47,1183,28
983,14,6,290,75,0,Unboxed: Matias USB 2.0 Keyboard [HD],3927,23,1,4,2009-04-07,0,37,539,25
982,23,4,167,117,0,Tech Channel of the Week #2 - TheCompuGeeks,7273,19,2,4,2009-04-08,1,43,400,25
981,14,6,284,60,0,Unboxed: DS International Wireless PC Keyboard [HD],4529,18,4,4,2009-04-10,2,51,888,27
980,27,7,233,123,0,HD Tutorial: Custom Desktop Icons (Request),11580,5,6,4,2009-04-12,2,43,374,31
979,74,6,223,518,0,mkbHD Update 2.3,26528,23,6,4,2009-04-12,0,16,199,29
978,79,9,351,276,0,HD Tutorial: Shrink + Convert Large Files,21614,0,0,4,2009-04-13,1,41,373,37
977,31,5,257,109,0,Reviewed: iFrogz Earpollution D33 Noise Isolating Earbuds [HD],10376,20,3,4,2009-04-16,3,62,954,35
976,6,2,283,40,0,Unboxed: Fire-i Digital Camera by UniBrain [HD],3391,1,5,4,2009-04-18,2,47,872,31
975,23,8,147,82,0,Tech Channel of The Week #3: Gigafide,4809,16,5,4,2009-04-18,0,37,459,25
974,24,27,211,106,0,ThinkGeek Unboxing [HD],15833,18,6,4,2009-04-19,1,23,739,29
973,224,220,220,982,0,Download HD Youtube Videos - NO Software,375080,0,1,4,2009-04-21,2,40,1185,28
972,12,7,264,64,0,Reviewed: Matias USB 2.0 Keyboard [HD],5398,23,1,4,2009-04-21,0,38,904,24
971,20,19,154,94,0,HD Tutorial: Google Chrome 3.0,18546,23,2,4,2009-04-22,1,30,313,28
970,22,14,206,55,0,Unboxed: Griffin Elevator [HD],8728,23,3,4,2009-04-23,1,30,552,18
969,16,5,165,67,0,Tech Channel of the Week #4: TechTechMan,3004,4,5,4,2009-04-25,2,40,592,29
968,14,4,247,31,0,"Reviewed: Solo 17"" Laptop Messenger Bag [HD]",1886,13,6,4,2009-04-26,1,44,1051,30
967,23,15,206,43,0,HD Tutorial: Skype 4.1 Beta with Screen Sharing,7245,2,0,4,2009-04-27,1,47,616,31
966,22,14,243,102,0,Unboxed: iFrogz Earpollution Custom Fallouts [HD],4879,22,1,4,2009-04-28,1,49,516,22
965,12,7,304,72,0,Reviewed: DS International Wireless Keyboard [HD],6820,4,3,4,2009-04-30,2,49,805,26
964,19,4,192,70,0,HD Tutorial: Edit Web Pages with Javascript,3538,11,4,5,2009-05-01,1,43,310,20
963,20,8,165,69,0,Tech Channel of the Week #5: mtpflyers,2290,21,5,5,2009-05-02,1,38,510,21
962,8,6,233,55,0,Unboxed: Wrapsol Shield for LG Voyager [HD],1731,14,6,5,2009-05-03,1,43,370,19
961,12,6,289,56,0,Use that Search Box!,3004,22,0,5,2009-05-04,1,20,803,20
960,13,6,317,57,0,"17"" Laptop GelaSkin Installation and Review [HD]",4542,2,2,5,2009-05-06,2,48,795,26
959,15,2,180,69,0,Unboxed: Sena UltraSlim Leather Pouch [HD],3852,1,4,5,2009-05-08,2,42,628,23
958,17,8,255,61,0,Tech Channel of the Week #6: ComputerGeek396,2233,21,5,5,2009-05-09,1,44,639,19
957,17,3,199,70,0,Unboxed: Audeo PFE Headphones [HD],6862,17,6,5,2009-05-10,1,34,711,23
956,47,34,281,149,0,Youtube Update: Download your Own .mp4 Videos,65903,23,1,5,2009-05-12,2,45,552,32
955,12,5,396,77,0,Reviewed: UniBrain Fire-i Webcam,3982,2,3,5,2009-05-14,2,32,1131,17
954,14,3,424,110,0,Tour of mkbHD Youtube Insight [HD],2696,21,3,5,2009-05-14,0,34,332,20
953,16,7,219,69,0,Tech Channel of the Week #7: TechTonicc,2163,23,0,5,2009-05-18,4,39,727,24
952,38,5,276,106,0,HD Tutorial: Video to iPod / PSP Converter,14745,3,2,5,2009-05-20,2,42,377,25
951,259,139,215,594,0,HD Tutorial: Fastest Youtube Uploader,120794,11,3,5,2009-05-21,1,37,343,22
950,216,21,311,869,0,mkbHD Update 3.0,41904,21,5,5,2009-05-23,2,16,530,12
949,32,12,257,114,0,Reviewed: Griffin Elevator [HD],10093,12,0,5,2009-05-25,2,31,1041,19
948,17,5,325,69,0,Tech Channel of the Week #8: MacintoshTipz,1995,22,1,5,2009-05-26,1,42,880,19
947,27,14,312,125,0,Unboxed: DS International Flexible Keyboard [HD],11527,20,2,5,2009-05-27,1,48,571,21
946,220,39,282,423,0,HD Tutorial: Apply for a Youtube Partnership,26644,20,4,5,2009-05-29,2,44,527,29
945,30,5,328,94,0,RichardSolo Unboxing [HD],3087,19,5,5,2009-05-30,1,25,636,24
944,14,3,337,59,0,Tech Channel of the Week #9: JailbrokeTouch95,2348,21,6,5,2009-05-31,1,45,829,20
943,30,4,242,83,0,HD Tutorial: Fission,3750,20,0,6,2009-06-01,1,20,726,13
942,146,12,195,155,0,Youtube CENSORS Comments,7015,20,1,6,2009-06-02,1,24,254,36
941,10,4,291,77,0,Tech Channel of the Week #10: BoykoBrand,2261,22,2,6,2009-06-03,1,40,724,20
940,19,9,379,107,0,HD Tutorial: Audio Converter [Why YOU need one],26145,0,4,6,2009-06-05,2,47,441,18
939,28,6,284,102,0,Reviewed: iFrogz Custom Fallouts [HD],7644,19,4,6,2009-06-05,0,37,691,20
938,18,1,268,72,0,Tech Channel of the Week #11: iMaCarly,4751,21,0,6,2009-06-08,3,38,753,25
937,201,42,241,501,0,HD Tutorial: Youtube Groups,36508,21,1,6,2009-06-09,1,27,330,24
936,43,11,285,153,0,Youtube Insight 2.0 [2009],7059,20,3,6,2009-06-11,2,26,407,33
935,109,12,213,620,0,mkbHD Update 3.1,29087,3,5,6,2009-06-13,2,16,72,20
934,18,5,12,116,0,mkbHD Outro Draft,5334,16,6,6,2009-06-14,1,17,315,11
933,20,11,131,102,0,YT Messaging Glitch FIX [HD],1954,20,0,6,2009-06-15,1,28,300,24
932,48,20,169,382,0,Wrapsol Protection System Review [HD],13466,19,1,6,2009-06-16,1,37,630,28
931,14,10,258,134,0,HD Tutorial: Thunderbird Themes,14764,17,2,6,2009-06-17,1,31,329,25
930,17,5,335,85,0,Unboxed: iSkin Cerulean F1 + TX [HD],6473,17,3,6,2009-06-18,1,36,820,36
928,75,20,177,151,0,Unboxed: SMALLEST Speaker ... Ever?,22512,23,5,6,2009-06-20,2,35,57,14
929,40,22,197,145,0,HD Tutorial: Windows 7 Calculator,30500,1,5,6,2009-06-20,0,33,381,30
927,55,14,173,179,0,How To Change Youtube Group Picture,6908,21,0,6,2009-06-22,2,35,239,28
926,41,14,203,185,0,SEXIEST Firefox Glass!,9142,19,1,6,2009-06-23,1,22,118,25
925,9,3,188,74,0,Tweet Your Youtube Videos [HD Tutorial],4619,16,2,6,2009-06-24,1,39,350,35
924,27,10,273,127,0,Blu - Twitter Client for Windows [HD Installation],11307,14,4,6,2009-06-26,2,50,373,39
923,16,5,183,71,0,HD Tutorial: Custom Dock Icons,5004,13,6,6,2009-06-28,2,30,244,23
922,17,3,287,84,0,Tour of Youtube Annotations [HD],2422,17,1,6,2009-06-30,2,32,146,16
921,22,4,228,154,0,Reviewed: DS International Flexible Keyboard [HD],7304,18,3,7,2009-07-02,2,49,1111,21
920,27,4,220,78,0,Google Chrome 3.0 / 4.0 Themes [HD],5355,17,5,7,2009-07-04,2,35,203,28
919,36,6,263,160,0,Tech Channel of the Week #12,6922,11,0,7,2009-07-06,2,28,553,20
918,85,27,247,324,0,HD Tutorial: Youtube Tags,43323,22,2,7,2009-07-08,2,25,422,16
917,31,4,274,64,0,HD Tutorial: Stack Docklets 2.0 [Windows],17261,3,3,7,2009-07-09,1,41,394,28
916,64,32,254,304,0,Guess Who's BACK,13011,16,6,7,2009-07-12,3,16,97,15
915,80,10,316,116,0,HD Tutorial: iTunes 9 Account - NO CREDIT CARD,14889,10,2,7,2009-07-15,3,46,389,21
914,83,11,116,267,0,Youtube Mega-Widescreen: 1920x960 [2:1 Aspect Ratio],17312,0,6,7,2009-07-19,4,52,186,16
913,12,5,266,74,0,iSkin Surprise Unboxing,3181,23,0,7,2009-07-20,1,23,97,9
911,45,5,380,99,0,"Unboxed: HP Pavilion dv6t [16"" Laptop]",15857,22,3,7,2009-07-23,3,38,110,10
912,14,2,222,79,0,HD Tutorial: Taskbar Shuffle,7245,0,3,7,2009-07-23,0,28,303,21
910,24,7,179,70,0,HD Tutorial: Edit Youtube Groups [YT 2.0],3664,1,0,7,2009-07-27,4,41,37,19
909,101,8,270,566,0,MKBHD Update 4.0,34817,0,2,7,2009-07-29,2,16,139,16
908,24,6,25,82,0,Adobe Flash CS4 Demo,5108,14,6,8,2009-08-02,4,20,53,8
907,155,12,254,183,0,MacBook Pro vs Alienware M17x? [Pricing],22320,20,1,8,2009-08-04,2,40,234,14
906,24,9,337,87,0,HD Tutorial: Desktube,4666,13,6,8,2009-08-09,5,21,103,19
905,34,27,208,241,0,Creating a Professional Email Address,30469,19,2,8,2009-08-12,3,37,112,20
904,154,23,307,448,0,Unboxed: Zune HD [Black 16GB],30677,14,4,8,2009-08-14,2,29,479,30
903,25,8,337,76,0,IE8 Replacement: SlimBrowser Se7en,5772,15,6,8,2009-08-16,2,34,128,12
901,24,16,349,141,0,gScreen Spacebook: Dualscreen Laptop!,32237,21,3,8,2009-08-20,4,37,423,45
900,37,6,116,61,0,Update Zune HD to New Firmware [4.3] For free 3D Games!,16828,17,5,8,2009-08-22,2,55,1283,56
899,32,10,329,112,0,Time Lapse Video Editing,10706,20,0,8,2009-08-24,2,24,268,12
898,55,8,48,116,0,1080p HD Now on Youtube!!,11170,19,2,8,2009-08-26,2,25,254,25
897,15,6,184,48,0,Unboxed: DS International Power Saver Strip [HD],3708,16,5,8,2009-08-29,3,48,328,34
896,12,17,237,44,0,Lockergnome Demo Screencast,2491,22,0,8,2009-08-31,2,27,404,20
895,26,4,203,94,0,Wrapsol for the Zune HD,5254,18,3,9,2009-09-03,3,23,233,24
